codigo,descricao
"4.09.00000015018,SOQUETE SEXTAVADO DE 1/2"" DE 23 MM  - REF. GEDORE 19 - 23"
"4.09.00000015020,SOQUETE SEXTAVADO DE 1/2"" DE 26 MM  - REF. GEDORE 19 - 26"
"4.09.00000015022,SOQUETE SEXTAVADO DE 1/2"" DE 28 MM  - REF. GEDORE 19 - 28"
"4.09.00000015051,SOQUETE SEXTAVADO DE 1/2"" DE 1/4"" - REF. GEDORE 19 - 1/4"""
"4.09.00000015052,SOQUETE SEXTAVADO DE 1/2"" DE 5/16"" - REF. GEDORE 19 - 5/16"""
"4.09.00000015053,SOQUETE SEXTAVADO DE 3/8"" X 3/8"""
"4.09.00000015054,SOQUETE SEXTAVADO DE 3/8"" DE 9/16"" - REF. GEDORE 19 - 9/16"""
"4.09.00000015055,SOQUETE SEXTAVADO DE 3/8"" DE 1/2"""
"4.09.00000015056,SOQUETE SEXTAVADO DE 3/8"" DE 19/32"""
"4.09.00000015057,SOQUETE SEXTAVADO DE 3/8"" DE 3/4"""
"4.09.00000015058,SOQUETE SEXTAVADO DE 3/8"" DE 25/32"""
"4.09.00000015059,SOQUETE SEXTAVADO DE 3/8"" DE 13/16"""
"4.09.00000015060,SOQUETE SEXTAVADO DE 3/8"" DE 7/8"""
"4.09.00000015067,SOQUETE SEXTAVADO DE 1/2"" DE 1.1/16"" - REF. GEDORE 19 - 1.1/16"""
"4.09.00000015068,SOQUETE SEXTAVADO DE 1/2"" DE 1.1/8"" - REF. GEDORE 19 - 1.1/8"""
"4.09.00000015069,SOQUETE SEXTAVADO DE 1/2"" DE 1.3/16"" - REF. GEDORE 19 - 1.3/16"""
"4.09.00000015070,SOQUETE SEXTAVADO DE 1/2"" DE 1.1/4"" - REF. GEDORE 19 - 1.1/4"""
"4.09.00000015101,SOQUETE ESTRIADO DE 1/2"" DE 10 MM"
"4.09.00000015102,SOQUETE ESTRIADO DE 1/2"" DE 11 MM"
"4.09.00000015104,SOQUETE ESTRIADO DE 1/2"" DE 13 MM"
"4.09.00000015105,SOQUETE ESTRIADO DE 1/2"" DE 14 MM"
"4.09.00000015107,SOQUETE ESTRIADO DE 1/2"" DE 16 MM"
"4.09.00000015109,SOQUETE ESTRIADO DE 1/2"" DE 18 MM"
"4.09.00000015111,SOQUETE ESTRIADO DE 1/2"" DE 20 MM"
4.09.00000015114,HIDROLAVADORA 500 LIBRAS TRIFASICA CHIAPERINI 00229 ( REF.CHIAPERINI-LJ7000/TRIF )
"4.09.00000015151,SOQUETE ESTRIADO DE 1/2"" DE 3/8"""
"4.09.00000015152,SOQUETE ESTRIADO DE 1/2"" DE 7/16"" "
"4.09.00000015153,SOQUETE ESTRIADO DE 1/2"" DE 1/2"""
"4.09.00000015154,SOQUETE ESTRIADO DE 1/2"" DE 9/16"" "
"4.09.00000015155,SOQUETE ESTRIADO DE 1/2"" DE 19/32"""
"4.09.00000015157,SOQUETE ESTRIADO DE 1/2"" DE 11/16"""
"4.09.00000015158,SOQUETE ESTRIADO DE 1/2"" DE 3/4"""
"4.09.00000015159,SOQUETE ESTRIADO DE 1/2"" DE 25/32"""
"4.09.00000015161,SOQUETE ESTRIADO DE 1/2"" DE 7/8"""
"4.09.00000015162,SOQUETE ESTRIADO DE 1/2"" DE 29/32"""
"4.09.00000015163,SOQUETE ESTRIADO DE 1/2"" DE 15/16"""
"4.09.00000015165,SOQUETE ESTRIADO DE 1/2"" DE 1.1/16"" "
"4.09.00000015166,SOQUETE ESTRIADO DE 1/2"" DE 1.1/8"""
"4.09.00000015167,SOQUETE ESTRIADO DE 1/2"" DE 1.3/16"" "
"4.09.00000015168,SOQUETE ESTRIADO DE 1/2"" DE 1.1/4"""
4.09.00000015200,REDUTOR DE 1/2 PARA 3/8 - REF. GEDORE 015.200
"4.09.00000015220,MANIVELA PARA SOQUETE ENCAIXE 1/2"" REF: GEDORE 1985"
"4.09.00000015240,EXTENÄ«O 1/2"" CURTA 5"" REF. GEDORE 1990 - 5"""
"4.09.00000015250,EXTENÄ«O 1/2"" LONGA 10"" REF. GEDORE 1990 - 10"""
4.09.00000015270,CATRACA SIMPLES C/ ENCAIXE 1/2 - REF. GEDORE 1993 Z-94
4.09.00000015281,CATRACA M‡VEL PARA CINTA DE 120MM
"4.09.00000015300,JUNTA UNIVERSAL 1/2"" REF. GEDORE 1995"
4.09.00000015303,TROLE 03 TON. MANUAL
"4.09.00000015320,CABO ARTICULADO 1/2"" X 15"" REF: GEDORE 1997 - 15"""
4.09.00000015352,VALVULA CORTA CHAMA VPMG CARBOGRAFITE
4.09.00000015353,VALVULA CORTA CHAMA VPMO CARBOGRAFITE
"4.09.00000015512,JOGO DE SOQUETE SEXTAVADO 1/2"" COM 20 PEÄAS + 4 ACESSORIOS DE 10  a 32 MM REF: 19 KM"
"4.09.00000015513,JOGO DE SOQUETE ESTRIADO 1/2"" COM 20 PEÄAS + 4 ACESSORIOS DE 10  a 32 mm REF: 19 19 KP"
"4.09.00000015717,SOQUETE SEXTAVADO LONGO 1/2"" 17 MM"
4.09.00000015755,SOQUETE SEXTAVADO LONGO 1/2 DE 5/8 - REF. GEDORE 19 L - 5/8
4.09.00000015815,CHAVE COMB 1  5/8 GEDORE
4.09.00000015844,CX FERR SANF 7GAV 50X20X25 N9
4.09.00000016010,CHAVE SOQUETE HEXAGONAL 4MM
4.09.00000016020,CHAVE SOQUETE HEXAGONAL 5MM
4.09.00000016030,CHAVE SOQUETE HEXAGONAL 6MM
4.09.00000016035,CHAVE SOQUETE HEXAGONAL 7MM
4.09.00000016040,CHAVE SOQUETE HEXAGONAL 8MM
4.09.00000016045,CHAVE SOQUETE HEXAGONAL 9MM
4.09.00000016050,CHAVE SOQUETE HEXAGONAL 10MM
4.09.00000016058,BROCA METAL DURO 338 07.00 MM TDC (C‡DIGO FµBRICA 10407001000)
4.09.00000016060,CHAVE SOQUETE HEXAGONAL 12MM
4.09.00000016070,CHAVE SOQUETE HEXAGONAL 14MM
4.09.00000016071,TAMBOR DE OLEO 200L
4.09.00000016080,CHAVE SOQUETE HEXAGONAL 17MM
4.09.00000016085,CHAVE SOQUETE HEXAGONAL 19MM
4.09.00000016708,SUPORTE SERRA COPO 32-152MM H-7/16 D-17186 MAKITA
4.09.00000016852,MOTOESMERIL DE BANCADA 6'' 127V 300W - SCHULZ
4.09.00000017002,SOQUETE EXTRIADO 3/4 DE 22 MM REF. GEDORE D 32 - 22
4.09.00000017003,SOQUETE EXTRIADO DE 3/4 DE 24 MM REF. GEDORE D 32 - 24
"4.09.00000017006,SOQUETE ESTRIADO DE 3/4"""
"4.09.00000017008,SOQUETE EXTRIADO DE 3/4"" DE 32 MM REF. GEDORE D 32 - 32"
"4.09.00000017009,SOQUETE SEXTAVADO DE 3/4"" DE 36 MM REF. GEDORE D 32 - 36"
"4.09.00000017011,SOQUETE EXTRIADO DE 3/4"" DE 41 MM REF. GEDORE D 32 - 41"
"4.09.00000017012,SOQUETE EXTRIADO DE 3/4"" DE 46 MM REF. GEDORE D 32 - 46"
"4.09.00000017013,SOQUETE EXTRIADO DE 3/4"" DE 50 MM REF. GEDORE D 32 - 50"
4.09.00000017014,FORCADO RETO LONGO 10 DENTES
4.09.00000017074,FLUIDO CORTE METAL NR1 500ML TAPMATIC
4.09.00000017130,EXTENS«O 3/4 LONGA 16 REF. GEDORE 3290 - 16
"4.09.00000017150,CATRACA PARA SOQUETE 3/4"" REF. GEDORE 3293 Z-94"
4.09.00000017401,SOQUETE  19MM
"4.09.00000017402,SOQUETE SEXTAVADO DE 3/4"" DE 22 MM - REF. GEDORE 32 - 22"
"4.09.00000017403,SOQUETE SEXTAVADO DE 3/4"" DE 24 MM - REF. GEDORE 32 - 24"
4.09.00000017404,SOQUETE  26MM
"4.09.00000017405,SOQUETE SEXTAVADO DE 3/4"" DE 27 MM - REF. GEDORE 32 - 27"
"4.09.00000017408,SOQUETE SEXTAVADO DE 3/4"" DE 32 MM - REF. GEDORE 32 - 32"
4.09.00000017409,SOQUETE  36MM
"4.09.00000017410,SOQUETE SEXTAVADO DE 3/4"" DE 38 MM - REF. GEDORE 32 - 38"
"4.09.00000017411,SOQUETE SEXTAVADO DE 3/4"" DE 41 MM - REF. GEDORE 32 - 41"
"4.09.00000017412,SOQUETE SEXTAVADO DE 3/4"" DE 46 MM - REF. GEDORE 32 - 46"
"4.09.00000017413,SOQUETE SEXTAVADO DE 3/4"" DE 50 MM - REF. GEDORE 32 - 50"
4.09.00000017414,SOQUETE  34MM
4.09.00000017416,SOQUETE  28MM
4.09.00000017417,SOQUETE  21MM
"4.09.00000017418,SOQUETE EXTRIADO DE 3/4"" DE 55 MM REF. GEDORE D 32 - 55"
"4.09.00000017454,SOQUETE SEXTAVADO 3/4"" DE 1"" REF. GEDORE 32 - 1"""
"4.09.00000017458,SOQUETE SEXTAVADO DE 3/4"" DE 1.5/16"" - REF. GEDORE 32 - 1.5/16"""
"4.09.00000017462,SOQUETE SEXTAVADO 3/4"" DE 1.5/8'' REF. GEDORE 32 - 1.5/8"""
"4.09.00000017463,SOQUETE SEXTAVADO 3/4"" DE 15/16'' REF. GEDORE 32 - 15/16"""
4.09.00000017502,GARRAFA DE NITROGENIO
4.09.00000017503,BALANÄA
4.09.00000017504,BOMBA DE VACUO
4.09.00000017505,MANOMETRO C/ ADAPTADOR
4.09.00000017506,CILINDRO DE GAS PARA AR CONDICIONADO
4.09.00000017649,PORCA P / CHAVE GRIFO 227/36
4.09.00000017670,SOQUETE SEXTAVADO LONGO POL 1/2 X 7/8 19L GEDORE
4.09.00000017830,BROCA PTA MET DURO 8037 3,0 MM DOR A124
4.09.00000017840,BROCA PTA MET DURO 8037 4,0 MM DOR A124
4.09.00000017880,BROCA PTA MET DURO 8037 6,0 MM DOR A124
4.09.00000017920,BROCA PTA MET DURO 8037 8,0 MM DOR A124
4.09.00000017981,TORNO BANCADA (MORSA) FIXO N.08 - SOMAR
4.09.00000018052,SOQUETE 1'.1/2''
4.09.00000018053,SOQUETE  1'.5/8''
4.09.00000018054,SOQUETE  1'.11/16''
4.09.00000018055,SOQUETE  1'.3/4''
4.09.00000018220,EXTENÄ«O CURTA 8''
4.09.00000018840,JG BROCA AR PARAL 1 ? 13MM 25PC DOR
4.09.00000019031,BROCA ACO MM 17 ROCAST
4.09.00000019032,TOCHA MIG 3,5M TMV 400 EURO-CONECTOR
4.09.00000019033,EXTENSAO C/ CARRETEL 30M - 20A - 3X2,5
4.09.00000019034,MACACO HIDRAULICO TELESCOPICO 2 ESTAGIOS 12T MTO12
4.09.00000019035, MACACO HIDRAULICO MOLEIRO 30T MTM30
4.09.00000019036,PONTEIRA VPS (COM MANGA)
4.09.00000019037,CHAVE COMBINADA GEDORE 15MM
4.09.00000019038,JOGO CHAVE COMBINADA CATRACA 8-19MM
4.09.00000019039,JOGO DE ADAPTADORES P/SOQUETE
4.09.00000019040,PARAFUSADEIRA/FURADEIRA DE IMPACTO 18Vˇ
4.09.00000019041,ALFABETO DE BATER 12,5 MM
4.09.00000019042,ALGARISMO DE BATER 12,5 MM
4.09.00000019043,EXTENSAO PARA SOQUETE 250MM CRV1/2
4.09.00000019044,JOGO CHAVE SOQUETE TORX LONGA ENCAIXE 1/2 T20 A T60
4.09.00000019045,LIXADEIRA ORBITAL PNEUMATICA 6'' - ROTO 12.000 RPM
"4.09.00000019046,DISCO DE CORTE ""115"""
"4.09.00000019047,DISCO DESBASTE  ""115"" BDA50"
"4.09.00000019716,SOQUETE SEXTAVADO DE 1/2"" DE 7/16"" - REF. GEDORE 19 - 7/16"""
4.09.00000019878,GUICHO HIDRAULICO EXTENSIVEL 2T SKAY
4.09.00000019911,PORTA ELETRODO 500A VP- 500/PE500
"4.09.00000019916,SOQUETE SEXTAVADO DE 1/2"" DE 9/16"" - REF. GEDORE 19 - 9/16"""
4.09.00000020001,SOQUETE  IMPACTO 20MM
4.09.00000020005,SOQUETE IMPACTO 23MM
4.09.00000020007,SOQUETE IMPACTO 25MM
4.09.00000020103,SOQUETE IMPACTO K 32 L - 21 SEX ENC.3/4
4.09.00000020303,SOQUETE PONTA TORX 1/2XT55 ITX19 GEDORE
4.09.00000020350,JOGO DE MACHO AR MG 20-2,5 COM 3 PEÄAS REF: DORMER E100
4.09.00000020407,JOGO DE CHAVES L TIPO TORX©  C/ GUIA REF. T10-T40 20407
"4.09.00000020902,EXTENÄ«O 1/4"" CURTA DE 2"" REF. GEDORE 2090 - 2"""
"4.09.00000020906,EXTENÄ«O 1/4"" LONGA DE 6"" REF. GEDORE 2090 - 6"""
4.09.00000021062,SOQUETE IMPACTO 1'/5/16''
4.09.00000021063,SOQUETE  IMPACTO 1'3/8''
4.09.00000021066,SOQUETE IMPACTO 1'9/16''
4.09.00000021165,SOQUETE DE IMPACTO1'.1/2''
4.09.00000022080,MACHO MANUAL AR M 6.0 - 1.0
4.09.00000022085,MACHO MANUAL AR M 8.0 - 1.25
4.09.00000022090,MACHO MANUAL AR M 10,0 - 1,5
4.09.00000022095,MACHO MANUAL AR M 12,0 - 1,75
4.09.00000022100,MACHO MANUAL AR M 14,0 - 2,0
4.09.00000022105,MACHO MANUAL AR M 16,0 - 2,0
4.09.00000022115,MACHO MANUAL AR M 20,0 - 2,5
4.09.00000022120,MACHO MANUAL AR M 22,0 - 2,5
4.09.00000022145,MACHO MANUAL AR BSW 1/4
4.09.00000022150,MACHO MANUAL AR BSW 5/16
4.09.00000022155,MACHO MANUAL AR BSW 3/8
"4.09.00000022157,PLATAFORMA COM 1.230MM DE ALTURA RODIOZIOS DE 4"" GUARDA CORPO E CORRIMAO"
"4.09.00000022158,PLATAFORMA COM 1.700MM DE ALTURA RODIOZIOS DE 4"" GUARDA CORPO E CORRIMAO"
4.09.00000022160,MACHO MANUAL AR BSW 7/16
4.09.00000022165,MACHO MANUAL AR BSW 1/2
4.09.00000022170,MACHO MANUAL AR BSW 9/16
4.09.00000022175,MACHO MANUAL AR BSW 5/8
4.09.00000022180,MACHO MANUAL AR BSW 3/4
4.09.00000022185,MACHO MANUAL AR BSW 7/8
4.09.00000022452,DESTALONADOR P/ PNEU DE CAMINH«O
4.09.00000022464,FUNIL METAL 1 CURVA DIFERENCIAL
4.09.00000022791,BROCA DE AÄO HSS 06MM
4.09.00000024600,CHAVE L TIPO TORX - REF. GEDORE 43 TX - T6
"4.09.00000025054,CHAVE BIELA 5/8 X 5/8"""
4.09.00000025719,JG CH COMBINADA POL 1/4-1.1/4 16PCS
"4.09.00000026330,ESPATULA CHATA 450 MM REF. GEDORE 38 - 18"""
4.09.00000027033,TROLE MANUAL 0,5TON TM050
4.09.00000027034,TROLE MANUAL 1TON TM050
4.09.00000027510,CHAVE CANH«O TIPO TORX© E4 - REF. 33 TX - E4
4.09.00000027520,CHAVE CANH«O TIPO TORX© E5 - REF. 33 TX - E5
4.09.00000027530,CHAVE CANH«O TIPO TORX© E6 - REF. 33 TX - E6
4.09.00000027540,CHAVE CANH«O TIPO TORX© E7 - REF. 33 TX - E7
4.09.00000027560,CHAVE CANH«O TIPO TORX© E10 - REF. 33 TX - E10
4.09.0000002801F,FURADEIRA DE COLUNA 1 HP TRIFASICA 220v REF. RDM-2801F MOTOMIL
4.09.00000028122,BROCA DE AÄO HSS 04,50MM
4.09.00000028514,BROCA METAL DURO 338 09.00 MM TDC (C‡DIGO FµBRICA 33890900)
4.09.00000028515,BROCA METAL DURO 338 11.00 MM TDC (C‡DIGO FµBRICA 33891100)
"4.09.00000029130,ALICATE BOMBA DµGUA 15"" REF: GEDORE 145 - 15"" C"
4.09.00000029290,ALICATE PARA ANEL TRAVA EXTERNO 8000/A4-170
4.09.00000029310,ALICATE PARA ANEL TRAVA INTERNO 8000/J4290
4.09.00000029892,ALICATE DE BICO CURVO 45¯ E LONGO COM ISOLAMENTO REF. GEDORE 8136 AB JC
4.09.00000029893,CABO PICARETA SIMPLES
4.09.00000030632,CHAVE BATER EST. 32MM 010004 010004 306-32 GEDORE
4.09.00000030728,GARRA DE BATERIA 500 A VERMELHO
4.09.00000030729,GARRA DE BATERIA 500 A PRETO
4.09.00000031995,LIMA PARA RECUPERAR ROSCA MILIMETRO REF. GEDORE 140
4.09.00000031996,LIMA PARA RECUPERAR ROSCA POLEGADA REF. GEDORE 140 A
4.09.00000032736,MACACO HIDRµULICO GARRAFA 20T MT20B
"4.09.00000032813,ESMERILHADEIRA ELETRICA 220V MONOF 7""-2200W 17514E0/18A10E0 BOSCH 8500RPM"
4.09.00000033010,ESC CIRC ACO OND 6X1/2X1.1/4 F.0,30
4.09.00000033051,GARRA DE BATERIA 100 A PRETO
4.09.00000033052,GARRA DE BATERIA 100 A VERMELHO
4.09.00000033130,MARTELO BOLA 500 G CABO TUBULAR
4.09.00000034016,ALICATE CORTE DIAGONAL 6.1/4 8314-160IOX GEDORE REF.34016
"4.09.00000034132,LIXADEIRA ANGULAR 4 1/2"" 220V"
4.09.00000034556,CHAVE DE VELA - 1/2 x 5/8
4.09.00000034854,BANCO PARA MEC∂NICO (BANQUETA) 
4.09.00000035102,KIT UNIV P/REPARO DE ROSCA INT/EXT MR-3232
4.09.00000035127,JG CH FENDA/PHILLIPS PONTA MAGNETICA 10PCS
4.09.00000035432,ASSENTADOR DE TAL«O
"4.09.00000036188,CHAVE DE FENDA SIMPLES 5/16 X 4"" - REF. 150-5/16 X 4"""
4.09.00000036725,JG CH ALLEN CURTA 4-19 MM 220402 BELZER
4.09.00000036726,JG CH ALLEN CURTA 5/32-7/8 220902 BELZER
4.09.00000037055,MARTELO TIPO BOLA 800 gr REF. GEDORE 8601 - 800
4.09.00000037060,MARTELO TIPO BOLA 600 GRS
4.09.00000037096,MARTELO ANTI FAISCA
4.09.00000037211,MARTELO DE BORRACHA 80 MM
4.09.00000037693,CHAVE ALLEN COM CABO 42C 5/64
4.09.00000038051,SACA PINO CONICO 4 REF. GEDORE 351 - 4
4.09.00000038052,SACA PINO CONICO 5 REF. GEDORE 351 - 5
4.09.00000038053,SACA PINO CONICO 6 REF. GEDORE 351 - 6
4.09.00000038101,TALHADEIRA 11 MM REF. GEDORE 352 - 11
4.09.00000038105,TALHADEIRA 25 MM REF. GEDORE 352 - 25
4.09.00000038209,SACA PINO PARALELO 2,5 MM MARCA BELZER
4.09.00000038227,VALVULA CORTA CHAMA VPRO CARBOGRAFITE
4.09.00000038278,TORNO BANCADA 8 FIXO A NOD N8 47X20X17 MARCON
4.09.00000038507,MARRETA DE AÄO OITAVADA  CABO TUBULAR 1,5 KG
4.09.00000038A23,ESPATULA REDONDA 600MM FER: GEDORNE 4 .09.38A23
4.09.00000039042,VIRA MACHO 5,0 - 9,2 MM 2 ADES
4.09.00000039723,TORQUIMETRO ESTALO ENC 1 700-2000NM 44506/502
4.09.00000040050,FURADEIRA DE IMPACTO 10MM 3/8 COM 50 ACESS‡RIOS 480W HD400K50 
4.09.00000040228,GUINCHO HIDRµULICO EXTENS÷VEL 1T MGH1TP
4.09.00000040418,SACA POLIA 2 GARRAS DESLIZANTES (REF. 8220 - 10 HSP 1 GEDORE)
4.09.00000040425,COMPRESSOR MAW 40 425 MOTOMIL
4.09.00000040771,CHAVE IMPACTOR 3/4 BAT 18V 3AH DTW1001RFJ BIV MAKITA
4.09.00000040942,MACACO UNHA HID 10 TON 470MM MU10000 BOVENAU
4.09.00000041020,SACA PRISIONEIRO REF. GEDORE 8600 - 2
4.09.00000041071,JG CH TORX L C/ GUIA T9-T50 10PC WESTERN REF. 41071
4.09.00000041508,SERRA COPO DIAMANTADA 19MM
4.09.00000041785,SOQUETE SEX 3/4 - 1.11/16 32
"4.09.00000041807,SOQUETE ESTRIADO 3/4"" X27MM"
4.09.00000041982,VALVULA CORTA CHAMA VPRG CARBOGRAFITE
4.09.00000042104,SERRA COPO AR 41MM SH0158/FCH0158 STARRETT
4.09.00000042468,CJ DE FERRAMENTAS P/ INSTALAÄAO E REMOÄAO DE CORREIAS DENTADAS - OTC BOSCH - BOSCH7425
4.09.00000042751,MARTELO UNHA 40370/027
4.09.00000043534,HASTE PARA SERRA COPO 300 MM
4.09.00000043940,TALHADEIRA 15 MM REF. GEDORE 352 - 15
4.09.00000043941,ARMµRIO DE FERRAMENTAS PLANEJADO 1800 X  1800 X 600
4.09.00000043960,TALHADEIRA 16 MM REF. GEDORE 352 - 16
4.09.00000044140,CONJUNTO SOQUETE E GUIA M14 x 1,25
4.09.00000044433,BROCA DE AÄO HSS 04MM
4.09.00000044864,FUNIL METAL KOMBI
4.09.00000044927,BROCA ASDS/PLUS 6X50X110
4.09.00000046205,CHAVE DE IMPACTO PNEUMATICA 1 3520NM AT3008TKPUMA
4.09.00000047040,JOGO SOQ. ALLEN 1/2 GE 3.16-5/8INI9/9P
4.09.00000047235,FURADEIRA/PARAF 3/8 10,8V BIVOLT 2BAT
4.09.00000047295,CARRO ABERTO P/FERRAMENTAS
4.09.00000047896,BOMBA VOLUMêTRICA (VALVULA PUMP)
4.09.00000047897,KIT GERADOR ESPUMA FARTAFOAM MOD. 053A
"4.09.00000048405,ALICATE CORTE DIAGONAL 5.1/2"" VDE46 1 BI CRV UNIOR 1000V EN60900"
4.09.00000050145,MARRETA QUADRADA 1 KG REF. GEDORE 20 F - 1000
4.09.00000050149,MARRETA CABO DE FRIBA  20F-3
4.09.00000050160,SUBITO ZAAS 50-160
4.09.00000050223,PONTEIRO C/EMPUNHADURA 111 HS-256 HABERO REF.050223
4.09.00000050444,ESTUFA ELETRODO 220V CAPACIDADE 10KG
4.09.00000050445,COMPRESSOR DE AR ALTA PRESSAO 20PCM 150L
4.09.00000050446,MEGOMETRO DIGITAL  DMG 5K S
4.09.00000050447,CONJUNTO FERRAMENTA EXTRATORA DE CORRENTE
4.09.00000050448,ALAVANCA LISA DE PONTA SUPREMA CURVA 1.1/4
4.09.00000050449,MARITACAS
4.09.00000050450,MARRETA DE 05 KG COM CABO
4.09.00000050451,CARRINHO PARA TROCA DE BATERIA ELETRICO
4.09.00000050452,ELETRODO SERVICO PESADO 3,25MM A18 FORNECIDO LATA DE 18 KG E7018
4.09.00000050453,CAVALETE L. PESADA 14T 730MM CP55 FORTEC
4.09.00000050454,CHAVE DE IMPACTO PNEUMATICA 3/4? PRO-170 1820NM TWIN HAMMER COM MALETA
4.09.00000050455,EXTENSAO IMPACTO PARA SOQUETE 1X8? 44934/108 ENCAIXE 1? 
4.09.00000050456,JOGO SOQUETE SEXT/ESTR 14 PCS 36-80MM 21D21EMU ENCAIXE 1?
4.09.00000050457,JOGO SOQUETE 1/2? DE IMPACTO 12 PECAS 10-24MM R63003012
4.09.00000050458,REDUCAO DE IMPACTO SOQUETE 1X3/4? KB2132 QUADRADO FEMEA 1? MACHO 3/4?
4.09.00000050459,REDUCAO DE IMPACTO PARA SOQUETE 3/4X1/2? 44899/102 QUADRADO FEMEA 3/4? MACHO 1/2?
4.09.00000050460,REDUCAO DE IMPACTO SOQUETE 1/2X3/8? R67600005 CRV QUADRADO FEMEA 1/2? MACHO 3/8
4.09.00000050461,CHAVE DE RODA DESFORCIMETRO 5500NM 3560001 VELOCIDADE 1:64 COM MALETA E SOQUETES 32MM E 33MM
4.09.00000050462,ROLETE GRANDE 12 MM
4.09.00000050463,ROLETE MEDIO 8 MM
4.09.00000050464,SACA VALVULA TIPO CHAVE FENDA OP-5411
4.09.00000050465,SACA VALVULA TIPO CHAVE FENDA BIGBOR
4.09.00000050466,ADAPTADOR P/ VALVULA JUMBO MACHO
4.09.00000050467,P-5 3 DETECTOR PORTATIL DE DEA
4.09.00000050468,JOGO SOQUETE ESTREADO 1/2-22
4.09.00000050469,CHAVE CANHAO 33-8
4.09.00000050470,CHAVE TORQUE LONGA T- 10
4.09.00000050471,CHAVE TORQUE LONGA T- 15
4.09.00000050472,CHAVE TORQUE LONGA T- 20
4.09.00000050473,CHAVE TORQUE LONGA T- 25
4.09.00000050474,CHAVE TORQUE LONGA T- 30
4.09.00000050475,CHAVE TORQUE LONGA T- 40
4.09.00000050476,CHAVE TORQUE LONGA T- 45
4.09.00000050477,CHAVE TORQUE LONGA T- 50
4.09.00000050478,KIT DE CARREGAMENTO DE NITROGENIO
4.09.00000050479,CHAVE TORQUE LONGA T- 27
4.09.00000050480,CAVALETE - 14 TONELADAS - CP90 - FORTECH
4.09.00000050481,JG FERRAMENTA C/150 PCS MM/POL 09510L SATA
4.09.00000050482,CHAVE FIXA 36X41MMCV.6-36X41
4.09.00000050483,PRENSA HIDRAULICA 10 TONELADAS
4.09.00000050484,L∂MINAS COMPLETAS MONTADAS, INCLUINDO L∂MINA NUA E PONTEIRA ESQUERDA
4.09.00000050485,L∂MINAS COMPLETAS MONTADAS, INCLUINDO L∂MINA NUA E PONTEIRA DIREITA
4.09.00000050486,VIRA MACHO N3
4.09.00000050487,VIRA MACHO N1
4.09.00000050488,EXTRATOR DE PARAFUSO  (SACADOR)
4.09.00000050489,DISCO DE CORTE P/ FERRO 115X 1 MM
4.09.00000050490,PISTOLA DE AGUA ( PRESSAO P/LAVAR PLATAFORMAS)
4.09.00000050491,JOGO CHAVE FENDA  C/ 5 PEÄAS
4.09.00000050492,VIRA MACHO N2
4.09.00000050493,TORQUIMETRO DE ESTALO 0 A 50NM COM ENCAIXE 3/4
4.09.00000050494,MINI PRISMA C/ BAST«O TIPO LEICA CONST.0 MM-104 A
4.09.00000050495,MIRA DE ALUMINIO 4 M XPEX
4.09.00000050496,VAZADOR 8MM GRAZIANO
4.09.00000050497,VAZADOR 10MM GRAZIANO
4.09.00000050498,VAZADOR 12MM GRAZIANO
4.09.00000050499,VAZADOR 14MM GRAZIANO
4.09.00000050500,ESMERILHADEIRA 5 1800W HOMEM MORTO GWS18-125PL 17A3.1E0 220V BOSCH
4.09.00000050501,HASTE IMPACTO 14 LBS/30 GSS28050
4.09.00000050502,MARTELO POLIURETANO 700G 40673/045
4.09.00000050503,TRENA 8MT ACO TS1-8ME STARRETT AMARELA
4.09.00000050504,ROTULADOR ELETRONICO PT80
"4.09.00000050505,CARRO ESTEIRA COM ENCOSTO 4 RODAS GIRATORIA 2"""
4.09.00000050506,CONTAINER MARITIMO 20 PES  362344-2
4.09.00000050507,ENXADA LARGA C/ CABO 772
4.09.00000050508,PA P/ OBRA BICO
4.09.00000050509,BOLSA DE LONA
4.09.00000050510,BALANCA COMPACT I
4.09.00000050511,MARTELETE REBARBADOR PNEUMATICO MR190
4.09.00000050512,PRENSA ENFARDADEIRA HORIZONTAL CONTINUA AUTOMATICA MODELO PHA-CA 30T
4.09.00000050513,KIT MANIFOLD 1/4 C/MAL R22/R134/R404 SRA90CM SURYHA
4.09.00000050514,ALICATE AMPERIMETRO DIG 400A AC 302+ CATIII 600V FLUKE MPP
4.09.00000050515,TESTE BATERIA ANALOG AUTOMOTIVO TBV1000
4.09.00000050516,ALICATE AMPERIMETRO DIGITAL 400A AC/DC 325MPP TRUE RMS 600V AC/DC CAT.III
4.09.00000050517,MINI SACA POLIA 3 GARRAS 70X80MM 8563/3
4.09.00000050518,CAVALETE PARA CAMINHAO 10T 107703
4.09.00000050519,CARREGADOR DE BATERIA BIVOLT 100A 2-12/24V KME100A/2B RAPIDO E LENTO COM AUXILIAR DE PARTIDA
4.09.00000050520,TESTE DE BATERIA DIGITAL 500 AMPERES 12V TB3000
4.09.00000050521,ALICATE AMPERIMETRO DIGITAL 1000A AC 305-MPP 1000V AC 600V DC CAT.III
4.09.00000050522,CH CORREIA 25-150MM 44042/001
4.09.00000050523,BROCA SERPENTINA 20MM
"4.09.00000050524,CAIXA PARA FERRAMENTAS 19,5"" METALSUL"
4.09.00000050525,CH IMPACTO 1 PN LONGA 320 KGFM C/KIT PRO-190 LDR PDR
4.09.00000050526,CONTAINER T5 20L ACO INOX
